Animal ID;Name;DateTime;Found Location;Intake Type;Intake Condition;Animal Type;Sex upon Intake;Age upon Intake;Breed;Color
A832849;;04/20/2021 02:54:00 PM;7702 Wycombe Drive in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Shorthair;Brown Tabby
A634190;Cookie;04/20/2021 02:14:00 PM;Mission Circle in Travis (TX);Stray;Injured;Dog;Intact Male;14 years;Dachshund/Chihuahua Shorthair;Red/White
A832851;;04/20/2021 02:54:00 PM;7702 Wycombe Drive in Austin (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Shorthair;Brown Tabby
A832850;;04/20/2021 02:54:00 PM;7702 Wycombe Drive in Austin (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Shorthair;Brown Tabby
A832612;*Simon;04/16/2021 01:36:00 PM;Bescott Drive And Ploverville Lane in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;Pit Bull;Blue/White
A832704;Max;04/18/2021 02:21:00 PM;Collinfield And Little Elan in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;Miniature Poodle;White
A832855;Remi;04/20/2021 03:56:00 PM;Bee Cave (TX);Owner Surrender;Normal;Cat;Neutered Male;4 years;Domestic Shorthair;Black
A832852;;04/20/2021 02:54:00 PM;7702 Wycombe Drive in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Shorthair;Brown Tabby/White
A832702;Glenda;04/18/2021 02:21:00 PM;Collinfield And Little Elan in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Rottweiler;Black/Tan
A832569;;04/20/2021 04:09:00 PM;Austin (TX);Stray;Normal;Cat;Intact Male;3 weeks;Domestic Shorthair;Blue Tabby
A832847;;04/20/2021 04:37:00 PM;2201 Barton Springs Road in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat;Brown
A832853;Nellie;04/20/2021 03:31:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;2 years;Labrador Retriever/Pit Bull;Tan
A832784;Chamomile;04/19/2021 03:47:00 PM;5400 Burgundy in Austin (TX);Stray;Normal;Cat;Spayed Female;2 years;Domestic Shorthair;Calico
A832822;Sebastian;04/20/2021 01:01:00 PM;4005 Reeders Drive in Travis (TX);Public Assist;Normal;Dog;Intact Male;6 years;Alaskan Husky;Red/White
A832823;;04/20/2021 09:06:00 AM;1002 Byers Lane in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Chihuahua Shorthair;Black
A832856;;04/20/2021 04:18:00 PM;2515 South Congress Avenue in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat;Brown/Red
A829763;Dave;02/22/2021 03:25:00 PM;20810 Galilee Court in Travis (TX);Stray;Normal;Dog;Intact Male;2 years;Boxer;Brown Brindle/White
A832876;Nala;04/21/2021 07:43:00 AM;15835 Foothill Farms in Travis (TX);Owner Surrender;Injured;Dog;Intact Female;5 months;Alaskan Husky;White/Gray
A832878;Mozzie;04/21/2021 08:19:00 AM;4434 Frontier Trail in Austin (TX);Abandoned;Sick;Dog;Intact Male;4 weeks;German Shepherd;Black/Brown
A832752;*Bella;04/19/2021 12:01:00 PM;8110 Ranch Road 2222 in Austin (TX);Stray;Normal;Dog;Intact Female;1 month;Boxer Mix;Red/White
A832754;*Binx;04/19/2021 11:58:00 AM;620 And Anderson Mill Lane in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Medium Hair;Black
A832885;;04/21/2021 10:04:00 AM;7007 Creighton Lane in Austin (TX);Wildlife;Injured;Other;Unknown;1 year;Raccoon;Black
A831143;Kilo;03/22/2021 09:47:00 PM;6603 North Ih 35 in Austin (TX);Abandoned;Normal;Dog;Intact Female;5 years;Boxer/Pit Bull;White/White
A828609;Jackson;01/21/2021 11:24:00 AM;Mckinney Falls Parkway in Austin (TX);Stray;Normal;Dog;Neutered Male;8 years;Boxer Mix;Tan/White
A832331;*Gus;04/11/2021 04:25:00 PM;1819 South Pleasant Valley Road in Austin (TX);Stray;Injured;Dog;Intact Male;2 years;Chihuahua Shorthair/Manchester Terrier;Black/Brown
A832890;128 G;04/21/2021 11:04:00 AM;2212 Palmera Cove in Austin (TX);Stray;Normal;Cat;Intact Male;1 week;Domestic Shorthair Mix;Brown Tabby/White
A832889;127 G;04/21/2021 11:04:00 AM;2212 Palmera Cove in Austin (TX);Stray;Normal;Cat;Intact Female;1 week;Domestic Shorthair Mix;Calico
A832893;Nixie;04/21/2021 11:50:00 AM;1182 Hargrave Street in Austin (TX);Stray;Normal;Dog;Intact Female;9 months;Australian Kelpie Mix;Brown Brindle
A832619;*Turnip;04/16/2021 04:27:00 PM;6601 Rockridge Court in Austin (TX);Stray;Normal;Dog;Intact Female;1 month;Whippet Mix;Brown Brindle
A789584;Lobo;04/21/2021 12:17:00 PM;15011 Tuff in Manor (TX);Stray;Normal;Dog;Intact Male;4 years;German Shepherd;White
A832883;;04/21/2021 01:16:00 PM;5811 Trade Center Drive in Austin (TX);Wildlife;Sick;Other;Unknown;2 years;Bat;Brown
A832478;*Smoosh;04/14/2021 11:56:00 AM;1709 Highway 290 in Austin (TX);Stray;Normal;Cat;Intact Female;3 years;Exotic Shorthair;Tortie
A745344;Juna;04/14/2021 03:10:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Spayed Female;6 years;Pit Bull Mix;White/Brown Brindle
A832891;120 G;04/21/2021 11:04:00 AM;2212 Palmera Cove in Austin (TX);Stray;Normal;Cat;Intact Female;1 week;Domestic Shorthair Mix;Brown Tabby
A832892;Stoli;04/21/2021 11:07:00 AM;5906 Lookout Mountain in Austin (TX);Owner Surrender;Normal;Cat;Neutered Male;14 years;Ragdoll;Seal Point
A832904;;04/21/2021 01:09:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Intact Female;2 months;Anatol Shepherd Mix;Cream
A832916;;04/21/2021 02:53:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Intact Female;1 month;Doberman Pinsch/Labrador Retriever;Brown/White
A813485;Chip;02/11/2020 12:58:00 PM;Bee Caves Road And South Cuernavaca Drive in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Pointer;White/Black
A832911;;04/21/2021 02:46:00 PM;2504 Huntwick Drive in Austin (TX);Stray;Sick;Cat;Spayed Female;10 years;Domestic Shorthair;Brown Tabby
A832857;Pachula;04/20/2021 04:59:00 PM;14108 Spreading Oaks Drive in Leander (TX);Stray;Normal;Dog;Intact Female;2 years;Belgian Malinois;Sable
A832859;;04/20/2021 04:59:00 PM;14108 Spreading Oaks Drive in Leander (TX);Stray;Normal;Dog;Intact Female;2 months;German Shepherd/Siberian Husky;Black/White
A832647;Pepper;04/17/2021 12:03:00 PM;300 Ferguson Drive in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Shih Tzu Mix;White/Black
A832858;;04/20/2021 04:59:00 PM;14108 Spreading Oaks Drive in Leander (TX);Stray;Normal;Dog;Intact Female;2 months;German Shepherd/Siberian Husky;Sable
A828327;*Bp;01/13/2021 02:04:00 PM;7007 Craybrough Circle in Austin (TX);Stray;Injured;Cat;Neutered Male;2 years;Domestic Shorthair;Orange Tabby
A832861;;04/20/2021 04:59:00 PM;14108 Spreading Oaks Drive in Leander (TX);Stray;Normal;Dog;Intact Male;2 months;German Shepherd/Siberian Husky;Black/Tan
A832860;;04/20/2021 04:59:00 PM;14108 Spreading Oaks Drive in Leander (TX);Stray;Normal;Dog;Intact Female;2 months;German Shepherd/Siberian Husky;Black/White
A832908;Ramona;04/21/2021 02:01:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;1 year;Labrador Retriever/Pit Bull;Chocolate/White
A800632;Baby Popeye;07/24/2019 12:59:00 PM;Woodrow Avenue And West Koening Lane in Austin (TX);Stray;Normal;Dog;Neutered Male;2 years;Chihuahua Shorthair;Tan/White
A832943;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Blue Tabby
A832923;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A832927;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Blue Tabby
A832924;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Blue Tabby
A832948;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Blue
A832933;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A832913;247 Grams;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;1 weeks;Domestic Shorthair;Orange Tabby
A832919;307 Grams;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;2 weeks;Domestic Shorthair;Tortie
A832949;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Blue
A832945;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A832886;;04/21/2021 10:07:00 AM;2201 Airport Boulevard in Austin (TX);Wildlife;Injured;Other;Unknown;2 years;Bat;Brown
A832952;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Blue
A832917;267 Grams;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;2 weeks;Domestic Shorthair;Brown Tabby
A832951;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Blue
A832918;281 Grams;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;6 days;Domestic Shorthair;Black
A832930;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A832922;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A832950;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A832976;Bob;04/22/2021 07:55:00 AM;1411 Research Boulevard in Austin (TX);Owner Surrender;Injured;Cat;Neutered Male;3 years;Domestic Shorthair;Orange/White
A832944;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A832929;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Blue Tabby
A832946;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Black
A832905;;04/21/2021 02:16:00 PM;12636 Research Boulevard in Austin (TX);Stray;Injured;Bird;Intact Female;2 years;Cockatiel;Gray/Yellow
A832934;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Blue
A832931;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Black
A832921;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Black
A832915;244 Grams;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;1 weeks;Domestic Shorthair;Seal Point
A832932;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A832937;*Lasagna;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Male;3 weeks;Domestic Shorthair;Blue
A832940;*Linguine;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Female;3 weeks;Domestic Shorthair;Black Tabby
A832961;;04/21/2021 04:30:00 PM;9100 Evelyn in Travis (TX);Stray;Normal;Cat;Intact Female;9 months;Domestic Shorthair;Black/White
A832956;;04/21/2021 04:15:00 PM;1900 Albury Court in Austin (TX);Stray;Normal;Cat;Intact Female;5 months;Domestic Shorthair;White/Black
A832960;;04/21/2021 04:30:00 PM;9100 Evelyn in Travis (TX);Stray;Normal;Cat;Intact Female;9 months;Domestic Shorthair;Black/White
A832935;*Penne;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;3 weeks;Domestic Shorthair;Tortie
A832941;*Orzo;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Male;3 weeks;Domestic Shorthair;Black
A832938;*Ziti;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;3 weeks;Domestic Shorthair;Blue
A832939;*Tortellini;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Female;3 weeks;Domestic Shorthair;Blue
A832942;*Manicotti;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Male;3 weeks;Domestic Shorthair;Black
A832936;*Spaghetti;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Abandoned;Normal;Cat;Intact Female;3 weeks;Domestic Shorthair;Brown Tabby
A832910;Lucky;04/21/2021 02:32:00 PM;1156 West Cesar Chavez Street in Austin (TX);Stray;Sick;Dog;Neutered Male;10 years;Chihuahua Shorthair;White/Tan
A832173;Estrella;04/08/2021 03:49:00 PM;11744 Gemmer Street in Travis (TX);Owner Surrender;Normal;Dog;Spayed Female;1 year;English Coonhound/Siberian Husky;Brown/White
A832573;Saydee;04/15/2021 04:35:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Spayed Female;1 year;Boxer Mix;Black/White
A832854;;04/20/2021 02:36:00 PM;Key View in Austin (TX);Stray;Normal;Dog;Intact Female;11 years;Maltese;White
A831622;*Shamrock;03/30/2021 02:57:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Neutered Male;11 months;Chihuahua Shorthair;Chocolate/Tan
A832926;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Blue Tabby
A832994;;04/22/2021 11:43:00 AM;710 Trinity Street in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Cairn Terrier Mix;Gray/White
A832920;;04/21/2021 02:56:00 PM;25500 Red Brangus Road in Travis (TX);Stray;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Cream Tabby
A832966;;04/21/2021 05:24:00 PM;1301 Walnut Avenue in Austin (TX);Stray;Injured;Cat;Spayed Female;10 years;Siamese;Cream/Tan
A833001;;04/20/2021 12:28:00 PM;Austin (TX);Abandoned;Nursing;Cat;Intact Male;2 weeks;Domestic Shorthair;Black
A832998;;04/20/2021 12:28:00 PM;Austin (TX);Abandoned;Nursing;Cat;Intact Female;2 weeks;Domestic Shorthair;Black
A832570;Squiddle;04/15/2021 02:27:00 PM;7708 San Felipe in Austin (TX);Stray;Injured;Cat;Neutered Male;4 years;Domestic Medium Hair;Black
A832999;;04/20/2021 12:28:00 PM;Austin (TX);Abandoned;Nursing;Cat;Intact Male;2 weeks;Domestic Shorthair;Black
A833000;;04/20/2021 12:28:00 PM;Austin (TX);Abandoned;Nursing;Cat;Intact Male;2 weeks;Domestic Shorthair;Black
A833004;;04/22/2021 12:24:00 PM;7900 Elroy in Travis (TX);Stray;Normal;Cat;Intact Male;2 years;Domestic Shorthair;Brown Tabby/White
A832995;Bobby;04/22/2021 11:35:00 AM;113 East 2Nd Street in Austin (TX);Stray;Normal;Cat;Intact Male;2 years;Domestic Shorthair;Gray/White
A832997;;04/20/2021 12:28:00 PM;Austin (TX);Abandoned;Nursing;Cat;Intact Female;2 weeks;Domestic Shorthair;Black
A832996;Thyme;04/22/2021 11:35:00 AM;113 East 2Nd Street in Austin (TX);Stray;Normal;Cat;Intact Female;1 year;Domestic Shorthair;White/Black
A832957;Sammy;04/21/2021 05:09:00 PM;7500 South Pleasant Valley Road in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Black Mouth Cur Mix;Brown/Black
A832962;Toby;04/21/2021 05:10:00 PM;7500 South Pleasant Valley Road in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Labrador Retriever Mix;Black/White
A832845;*Banjo;04/20/2021 03:32:00 PM;2207 Lawnmont Avenue in Austin (TX);Stray;Normal;Other;Intact Male;5 months;Rabbit Sh;Brown
A832963;Buddy;04/21/2021 05:11:00 PM;7500 South Pleasant Valley Road in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;Beagle Mix;Black/Tricolor
A832488;;04/14/2021 01:18:00 PM;2711 South Ih 35 in Austin (TX);Abandoned;Normal;Dog;Intact Female;2 months;Jack Russell Terrier Mix;Tan/White
A832895;;04/21/2021 12:23:00 PM;7303 Wood Hollow Drive in Austin (TX);Stray;Normal;Dog;Intact Male;2 months;Whippet Mix;Tan/White
A833005;;04/22/2021 02:09:00 PM;11608 April Drive in Austin (TX);Stray;Sick;Dog;Intact Male;2 years;Shih Tzu;White
A833015;;04/22/2021 03:22:00 PM;800 West 6Th Street in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat;Black
A832767;Videl;04/19/2021 01:42:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Spayed Female;7 years;Chihuahua Shorthair Mix;White/Black
A832659;*Cali;04/17/2021 02:46:00 PM;5310 Northdale Drive in Austin (TX);Stray;Normal;Dog;Intact Female;1 year;Pit Bull/Plott Hound;White/Brown Brindle
A746583;Freckles;04/22/2021 04:51:00 PM;Austin (TX);Public Assist;Normal;Dog;Neutered Male;4 years;Pit Bull Mix;Tan/White
A833020;Blanco;04/22/2021 03:29:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Male;2 years;German Shepherd Mix;White
A722781;Brooklyn;04/22/2021 04:32:00 PM;Austin (TX);Owner Surrender;Injured;Dog;Spayed Female;5 years;Pit Bull Mix;White/Brown
A833017;Bubba;04/22/2021 03:29:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Neutered Male;2 years;Domestic Shorthair;Brown Tabby/White
A833021;;04/22/2021 04:19:00 PM;1400 Congress Avenue in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat;Black
A832648;*Conchita;04/17/2021 12:47:00 PM;5000 Lark Creek Court in Austin (TX);Stray;Nursing;Dog;Intact Female;2 years;Dachshund Wirehair Mix;White/Brown
A833011;;04/22/2021 05:08:00 PM;4921 Julian Alps in Travis (TX);Wildlife;Sick;Other;Unknown;1 year;Fox;Red
A833024;Macy;04/22/2021 04:47:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;3 years;Beagle Mix;White/Black
A833029;;04/22/2021 09:08:00 PM;5210 Village Trail in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat;Brown/Brown
A833012;Hunter;04/22/2021 02:30:00 PM;21205 West Sh 71 in Travis (TX);Stray;Normal;Dog;Intact Male;1 year;Labrador Retriever;Black
A832991;;04/22/2021 01:04:00 PM;307 Kimberly Drive in Austin (TX);Wildlife;Sick;Other;Unknown;3 years;Raccoon;Gray
A832842;;04/20/2021 12:46:00 PM;6104 Caddie Street in Austin (TX);Stray;Injured;Cat;Spayed Female;4 years;Domestic Shorthair;Blue
A833035;;04/23/2021 08:02:00 AM;4434 Frontier Trail in Austin (TX);Owner Surrender;Injured;Cat;Intact Male;4 weeks;Domestic Shorthair;Orange Tabby
A833036;;04/23/2021 08:11:00 AM;4434 Frontier Trail in Austin (TX);Stray;Injured;Cat;Intact Female;1 month;Domestic Shorthair;Gray Tabby
A832792;*Harper;04/19/2021 05:03:00 PM;11739 Gemmer Street in Travis (TX);Stray;Normal;Cat;Intact Female;1 year;Domestic Shorthair;Tortie
A832498;Stella;04/14/2021 03:18:00 PM;1500 East Parmer Lane in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Chihuahua Shorthair;Tan/Tan
A832499;Shirley;04/14/2021 03:19:00 PM;1500 East Parmer Lane in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Chihuahua Shorthair;Black/Black
A823615;Ruth;09/26/2020 07:01:00 PM;Outside Jurisdiction;Stray;Normal;Dog;Spayed Female;3 years;Rat Terrier/Chihuahua Shorthair;White/Black
A832836;*Mila;04/20/2021 12:18:00 PM;14906 Zurick in Travis (TX);Stray;Normal;Cat;Intact Female;1 year;Domestic Shorthair;Blue/White
A832747;*Daisy;04/19/2021 03:19:00 PM;10108 Fm812 in Travis (TX);Stray;Normal;Dog;Intact Female;2 years;German Shepherd Mix;Brown/Black
A833039;;04/23/2021 08:29:00 AM;800 West 38Th Street in Austin (TX);Stray;Sick;Cat;Intact Male;5 years;Domestic Shorthair;Brown Tabby/White
A833048;;04/23/2021 11:26:00 AM;Alysheba in Travis (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Shorthair;Brown Tabby
A833049;;04/23/2021 11:26:00 AM;Alysheba in Travis (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Shorthair;Torbie
A829433;*Gray;02/10/2021 12:56:00 PM;Loyola Lane And Ed Bluestein Boulevard in Austin (TX);Stray;Injured;Dog;Intact Female;3 years;American Pit Bull Terrier Mix;Blue/White
A833057;Cool Child;04/23/2021 01:51:00 PM;Travis (TX);Public Assist;Normal;Dog;Intact Male;5 months;Pit Bull;Fawn
A830055;Amelia;04/23/2021 12:37:00 PM;Outside Jurisdiction;Owner Surrender;Normal;Cat;Spayed Female;7 years;Siamese Mix;Tortie Point
A831864;Nemo;04/23/2021 12:11:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Neutered Male;2 years;American Pit Bull Terrier;Brown/White
A833055;Snickers;04/23/2021 12:34:00 PM;907 West Slaughter in Austin (TX);Stray;Normal;Dog;Neutered Male;2 years;Jack Russell Terrier/Papillon;White/Red
A833016;;04/22/2021 03:08:00 PM;6202 Stiles Cove in Austin (TX);Stray;Injured;Dog;Intact Male;2 years;Pomeranian;Red/Tan
A833069;;04/23/2021 03:45:00 PM;Calle Limon And Lyons in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Chihuahua Shorthair Mix;Tan
A833052;Tigre;04/23/2021 11:03:00 AM;Manor Road in Austin (TX);Stray;Normal;Dog;Intact Male;9 months;Rat Terrier Mix;Brown Brindle
A821319;*Dot;08/08/2020 02:59:00 PM;Austin (TX);Stray;Normal;Cat;Intact Female;2 days;Domestic Shorthair;Calico
A833084;Bear;04/23/2021 04:47:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Neutered Male;10 years;Australian Cattle Dog;White/Black
A833091;;04/23/2021 05:50:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Intact Male;2 months;Domestic Medium Hair;Black
A833067;Athena;04/23/2021 03:15:00 PM;Leander (TX);Owner Surrender;Normal;Dog;Intact Female;1 year;Labrador Retriever/Anatol Shepherd;Tan/Black
A833068;Oakley;04/23/2021 03:15:00 PM;Leander (TX);Owner Surrender;Normal;Dog;Intact Female;1 year;Labrador Retriever/Anatol Shepherd;Tan/Black
A833121;;04/24/2021 11:39:00 AM;1033 East 41St Street in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Raccoon;Black/Gray
A833114;;04/24/2021 10:59:00 AM;700 East 51St  Street in Austin (TX);Wildlife;Normal;Other;Unknown;2 months;Raccoon;Black/Gray
A833116;;04/24/2021 10:59:00 AM;700 East 51St  Street in Austin (TX);Wildlife;Normal;Other;Unknown;2 months;Raccoon;Black/Gray
A832914;Carlota;04/21/2021 02:53:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Intact Female;1 month;Doberman Pinsch/Labrador Retriever;Tricolor
A830728;;03/13/2021 05:00:00 AM;Travis (TX);Public Assist;Nursing;Cat;Intact Female;0 years;Domestic Shorthair;Torbie
A833115;;04/24/2021 10:59:00 AM;700 East 51St  Street in Austin (TX);Wildlife;Normal;Other;Unknown;2 months;Raccoon;Black/Gray
A833119;;04/24/2021 11:39:00 AM;1033 East 41St Street in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Raccoon;Black/Gray
A833113;;04/24/2021 10:59:00 AM;700 East 51St  Street in Austin (TX);Wildlife;Normal;Other;Unknown;2 months;Raccoon;Black/Gray
A833090;*Bernadette;04/23/2021 05:50:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Intact Female;2 months;Domestic Medium Hair;Black
A830362;*Biggie Smalls;03/08/2021 03:53:00 PM;1400 Brighton Circle in Austin (TX);Stray;Medical;Dog;Intact Male;5 years;American Pit Bull Terrier/Basset Hound;Black/White
A830774;*Striper;03/16/2021 11:28:00 AM;5201 Scottish Thistle Drive in Austin (TX);Stray;Nursing;Cat;Intact Male;1 weeks;Domestic Shorthair;Brown Tabby
A830778;*Grouper;03/16/2021 11:28:00 AM;5201 Scottish Thistle Drive in Austin (TX);Stray;Nursing;Cat;Intact Male;1 weeks;Domestic Shorthair;Blue Tabby/White
A830779;*Mackerel;03/16/2021 11:28:00 AM;5201 Scottish Thistle Drive in Austin (TX);Stray;Nursing;Cat;Intact Male;1 weeks;Domestic Shorthair;Brown Tabby/White
A830775;*Snapper;03/16/2021 11:28:00 AM;5201 Scottish Thistle Drive in Austin (TX);Stray;Nursing;Cat;Intact Male;1 weeks;Domestic Shorthair;Brown Tabby
A833148;;04/25/2021 08:58:00 AM;4434 Frontier Trail in Austin (TX);Owner Surrender;Sick;Cat;Intact Male;4 weeks;Domestic Shorthair;Brown Tabby
